Type,OdName,AreaName,RegName,DevName,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,,,,,,,,
Immigrants,Bosnia and Herzegovina,Europe,Southern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,98,49,56,41,14,7,19,2,5,3,6,6,0,1,8,4,0,..,..,..,..,,,,,,,,
Immigrants,Botswana,Africa,Southern Africa,Less developed regions,1,0,0,0,0,1,0,5,1,2,0,2,2,4,2,2,0,1,3,1,4,3,2,5,3,3,6,4,3,12,..,..,..,..,,,,,,,,
Immigrants,Brazil,Latin America and the Caribbean,South America,Less developed regions,5,11,9,5,10,15,18,31,17,24,33,36,38,51,60,80,84,92,69,81,105,127,144,158,155,117,155,217,227,265,..,..,..,..,,,,,,,,
Immigrants,British Virgin Islands,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Brunei Darussalam,Asia,South-Eastern Asia,Less developed regions,2,10,3,10,17,11,3,11,45,36,38,14,12,24,17,12,22,5,7,14,6,17,8,12,17,16,20,15,14,12,..,..,..,..,,,,,,,,
Immigrants,Bulgaria,Europe,Eastern Europe,More developed regions,0,0,1,5,0,4,1,0,1,1,4,8,19,31,47,70,61,27,33,36,38,58,65,46,56,49,33,34,24,8,..,..,..,..,,,,,,,,
Immigrants,Burkina Faso,Africa,Western Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Burundi,Africa,Eastern Africa,Less developed regions,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,6,3,8,2,6,3,8,86,1,0,10,35,..,..,..,..,,,,,,,,
Immigrants,Cape Verde,Africa,Western Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Cambodia,Asia,South-Eastern Asia,Less developed regions,316,498,353,351,550,357,363,457,421,669,385,308,281,14,35,100,126,177,192,178,408,444,432,180,157,126,131,159,245,199,..,..,..,..,,,,,,,,
Immigrants,Cameroon,Africa,Middle Africa,Less developed regions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,3,1,1,0,2,6,1,3,0,..,..,..,..,,,,,,,,
Immigrants,Canada,Northern America,Northern America,More developed regions,417,464,428,499,425,496,803,638,486,414,538,482,403,360,500,576,742,809,588,557,494,646,741,890,922,982,1027,994,1090,1008,..,..,..,..,,,,,,,,
Immigrants,Cayman Islands,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Central African Republic,Africa,Middle Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Chad,Africa,Middle Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,..,..,..,..,,,,,,,,
Immigrants,Channel Islands,Europe,Northern Europe,More developed regions,21,15,10,21,14,6,16,4,8,2,3,4,2,6,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Chile,Latin America and the Caribbean,South America,Less developed regions,28,23,18,28,19,37,32,31,45,35,39,38,30,30,53,39,53,48,23,26,36,65,122,151,157,236,361,524,553,505,..,..,..,..,,,,,,,,
Immigrants,China,Asia,Eastern Asia,Less developed regions,117,110,95,84,118,114,214,301,427,522,730,842,889,1328,1624,4244,4435,3612,2975,3766,6308,11747,16826,13678,6714,4150,4370,3998,4736,5627,..,..,..,..,,,,,,,,
Immigrants,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Less developed regions,56,63,58,65,169,158,163,217,674,1147,1869,2554,2042,2453,2398,2621,2199,1707,1085,843,505,672,614,532,438,323,379,373,371,384,..,..,..,..,,,,,,,,
Immigrants,"China, Macao Special Administrative Region",Asia,Eastern Asia,Less developed regions,0,0,0,0,0,0,0,0,0,2,5,26,24,9,15,33,10,5,0,1,2,4,20,7,4,4,4,9,6,7,..,..,..,..,,,,,,,,
Immigrants,Colombia,Latin America and the Caribbean,South America,Less developed regions,2,2,6,6,2,4,8,11,5,4,11,3,3,1,7,15,13,22,14,14,13,19,26,29,33,44,23,54,75,94,..,..,..,..,,,,,,,,
Immigrants,Comoros,Africa,Eastern Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Congo,Africa,Middle Africa,Less developed regions,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,16,2,3,3,3,3,85,4,39,24,..,..,..,..,,,,,,,,
Immigrants,Cook Islands,Oceania,Polynesia,Less developed regions,421,363,405,161,191,255,309,290,209,234,130,102,37,70,81,115,237,161,3,0,1,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Costa Rica,Latin America and the Caribbean,Central America,Less developed regions,0,0,0,1,0,0,7,0,1,7,8,6,10,11,11,10,11,16,10,2,11,10,12,7,9,3,12,14,19,9,..,..,..,..,,,,,,,,
Immigrants,Côte d'Ivoire,Africa,Western Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Croatia,Europe,Southern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,99,545,432,189,84,49,25,35,19,19,9,14,5,10,12,14,4,..,..,..,..,,,,,,,,
Immigrants,Cuba,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,9,2,5,3,..,..,..,..,,,,,,,,
Immigrants,Cyprus,Asia,Western Asia,Less developed regions,6,10,1,2,5,4,10,7,3,1,4,1,1,2,0,3,3,1,2,1,0,0,0,1,2,0,0,0,2,0,..,..,..,..,,,,,,,,
Immigrants,Czech Republic,Europe,Eastern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,2,6,9,12,35,25,33,30,24,101,329,323,315,323,..,..,..,..,,,,,,,,
Immigrants,Democratic People's Republic of Korea,Asia,Eastern Asia,Less developed regions,0,0,0,0,0,0,0,0,2,0,0,3,3,54,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Democratic Republic of the Congo,Africa,Middle Africa,Less developed regions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,5,0,2,1,0,0,9,13,28,10,42,..,..,..,..,,,,,,,,
Immigrants,Denmark,Europe,Northern Europe,More developed regions,37,42,57,47,44,34,55,60,78,65,98,84,63,65,84,82,90,90,69,88,99,111,90,121,116,123,130,108,119,107,..,..,..,..,,,,,,,,
Immigrants,Djibouti,Africa,Eastern Africa,Less developed regions,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,28,0,0,3,1,..,..,..,..,,,,,,,,
Immigrants,Dominica,Latin America and the Caribbean,Caribbean,Less developed regions,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,..,..,..,..,,,,,,,,
Immigrants,Dominican Republic,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,..,..,..,..,,,,,,,,
Immigrants,Ecuador,Latin America and the Caribbean,South America,Less developed regions,1,3,4,1,0,2,3,4,6,1,0,0,0,1,0,0,0,1,0,1,1,4,2,1,6,4,4,2,4,16,..,..,..,..,,,,,,,,
Immigrants,Egypt,Africa,Northern Africa,Less developed regions,8,22,4,17,7,6,5,22,9,4,6,4,7,44,86,423,478,222,182,156,75,74,88,97,68,52,56,68,58,48,..,..,..,..,,,,,,,,
Immigrants,El Salvador,Latin America and the Caribbean,Central America,Less developed regions,1,0,2,0,0,1,1,1,2,1,3,24,2,1,1,1,11,1,3,0,2,5,1,1,1,0,0,5,4,3,..,..,..,..,,,,,,,,
Immigrants,Equatorial Guinea,Africa,Middle Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Eritrea,Africa,Eastern Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,1,25,11,36,4,1,58,12,6,8,2,123,27,..,..,..,..,,,,,,,,
Immigrants,Estonia,Europe,Northern Europe,More developed regions,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,3,8,3,4,3,6,3,5,17,14,31,..,..,..,..,,,,,,,,
Immigrants,Ethiopia,Africa,Eastern Africa,Less developed regions,0,0,3,0,6,3,1,5,6,3,3,2,1,2,32,74,106,55,160,141,95,105,54,59,71,67,13,70,70,42,..,..,..,..,,,,,,,,
Immigrants,Faeroe Islands,Europe,Northern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Falkland Islands (Malvinas),Latin America and the Caribbean,South America,Less developed regions,1,8,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Fiji,Oceania,Melanesia,Less developed regions,444,465,435,384,452,495,572,1620,2231,2120,1361,1097,930,1039,951,1054,1280,1305,1270,1281,1552,2519,2202,2187,2044,2721,2507,2709,3059,2717,..,..,..,..,,,,,,,,
Immigrants,Finland,Europe,Northern Europe,More developed regions,11,7,8,16,6,13,16,12,24,28,40,59,31,42,58,48,56,69,45,53,58,61,56,53,59,68,85,82,110,106,..,..,..,..,,,,,,,,
Immigrants,France,Europe,Western Europe,More developed regions,97,83,69,75,57,98,117,79,115,89,97,97,82,125,132,149,138,150,131,193,234,348,450,485,660,598,721,825,1075,1422,..,..,..,..,,,,,,,,
Immigrants,French Guiana,Latin America and the Caribbean,South America,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,French Polynesia,Oceania,Polynesia,Less developed regions,7,11,6,3,1,0,2,9,7,6,9,6,9,3,11,12,23,15,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Gabon,Africa,Middle Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Gambia,Africa,Western Africa,Less developed regions,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,3,1,3,0,0,0,1,5,2,3,1,2,1,..,..,..,..,,,,,,,,
Immigrants,Georgia,Asia,Western Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,18,12,10,3,2,2,6,16,4,3,10,0,3,4,..,..,..,..,,,,,,,,
Immigrants,Germany,Europe,Western Europe,More developed regions,162,209,301,289,244,217,346,340,358,304,351,326,355,422,574,550,580,536,516,455,499,687,986,1118,1469,2060,2280,2438,2611,2588,..,..,..,..,,,,,,,,
Immigrants,Ghana,Africa,Western Africa,Less developed regions,1,2,2,4,1,0,2,3,10,7,8,6,10,15,17,20,30,26,5,25,16,16,7,15,13,20,15,19,12,14,..,..,..,..,,,,,,,,
Immigrants,Gibraltar,Europe,Southern Europe,More developed regions,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Greece,Europe,Southern Europe,More developed regions,32,27,28,14,12,13,21,22,11,17,14,6,20,7,12,21,17,12,10,9,4,12,6,11,15,5,9,15,9,21,..,..,..,..,,,,,,,,
Immigrants,Greenland,Northern America,Northern America,More developed regions,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Grenada,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,1,2,1,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,..,..,..,..,,,,,,,,
Immigrants,Guadeloupe,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Guam,Oceania,Micronesia,Less developed regions,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Guatemala,Latin America and the Caribbean,Central America,Less developed regions,1,0,1,4,0,0,2,1,2,0,2,4,0,1,0,1,2,2,4,5,1,2,5,7,1,2,5,6,4,3,..,..,..,..,,,,,,,,
Immigrants,Guinea,Africa,Western Africa,Less developed regions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,..,..,..,..,,,,,,,,
Immigrants,Guinea-Bissau,Africa,Western Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Guyana,Latin America and the Caribbean,South America,Less developed regions,1,5,0,0,3,2,1,0,3,0,1,0,1,2,2,0,3,1,1,2,1,0,2,6,2,1,7,1,4,1,..,..,..,..,,,,,,,,
Immigrants,Haiti,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Holy See,Europe,Southern Europe,More developed regions,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,..,..,..,..,,,,,,,,
Immigrants,Honduras,Latin America and the Caribbean,Central America,Less developed regions,0,0,0,0,2,0,5,9,3,0,0,0,0,0,2,1,4,1,1,0,2,4,3,2,3,0,1,3,1,0,..,..,..,..,,,,,,,,
Immigrants,Hungary,Europe,Eastern Europe,More developed regions,3,11,17,28,12,4,9,7,7,9,6,10,14,13,9,15,25,31,20,23,24,27,43,25,49,43,38,46,63,34,..,..,..,..,,,,,,,,
Immigrants,Iceland,Europe,Northern Europe,More developed regions,2,2,2,4,2,6,8,4,11,10,9,11,3,4,7,17,12,4,13,4,7,5,15,5,20,14,10,5,6,14,..,..,..,..,,,,,,,,
Immigrants,India,Asia,Southern Asia,Less developed regions,169,171,141,89,140,102,194,236,315,293,283,310,399,789,1317,2252,2931,2024,1825,2151,2864,4951,7633,5960,3585,2961,3093,4332,6265,7060,..,..,..,..,,,,,,,,
Immigrants,Indonesia,Asia,South-Eastern Asia,Less developed regions,33,48,53,77,96,117,119,157,190,170,263,239,283,235,283,258,273,315,303,396,408,523,439,414,295,278,265,275,306,297,..,..,..,..,,,,,,,,
Immigrants,Iran (Islamic Republic of),Asia,Southern Asia,Less developed regions,14,10,7,10,15,20,24,47,106,148,150,160,127,63,83,123,120,97,79,95,95,181,142,126,108,199,132,101,116,137,..,..,..,..,,,,,,,,
Immigrants,Iraq,Asia,Western Asia,Less developed regions,6,9,6,3,1,70,0,13,0,146,102,106,117,242,250,1787,1363,697,283,393,446,510,687,419,130,171,63,99,301,145,..,..,..,..,,,,,,,,
Immigrants,Ireland,Europe,Northern Europe,More developed regions,92,115,109,116,107,136,148,204,198,123,148,107,129,150,185,188,321,321,270,245,270,568,794,906,1066,1171,1012,960,1078,1440,..,..,..,..,,,,,,,,
Immigrants,Isle of Man,Europe,Northern Europe,More developed regions,1,5,2,1,2,5,2,3,3,0,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Israel,Asia,Western Asia,Less developed regions,20,16,17,15,5,16,17,24,19,45,32,41,32,65,89,85,121,69,35,42,38,63,113,84,41,37,64,34,69,52,..,..,..,..,,,,,,,,
Immigrants,Italy,Europe,Southern Europe,More developed regions,54,33,25,41,20,13,24,25,21,24,31,17,22,41,50,64,63,68,60,44,45,75,123,93,102,116,135,123,199,213,..,..,..,..,,,,,,,,
Immigrants,Jamaica,Latin America and the Caribbean,Caribbean,Less developed regions,3,3,5,1,2,2,1,6,2,2,0,6,1,2,1,1,6,2,0,2,5,1,2,1,5,1,4,3,3,4,..,..,..,..,,,,,,,,
Immigrants,Japan,Asia,Eastern Asia,More developed regions,232,245,238,287,294,397,488,665,1267,1518,1854,1875,2256,2271,2962,3245,4130,4297,3862,3552,3723,3612,3787,3715,3493,3054,2839,2304,2188,1935,..,..,..,..,,,,,,,,
Immigrants,Jordan,Asia,Western Asia,Less developed regions,0,4,4,0,1,6,1,5,0,3,3,4,14,32,55,135,149,113,89,62,21,54,58,82,28,23,29,50,69,30,..,..,..,..,,,,,,,,
Immigrants,Kazakhstan,Asia,Central Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,41,28,13,13,15,12,21,12,17,16,32,21,27,..,..,..,..,,,,,,,,
Immigrants,Kenya,Africa,Eastern Africa,Less developed regions,23,14,27,16,14,20,23,4,12,16,5,9,6,7,12,14,20,6,2,7,11,21,32,37,21,24,47,29,49,58,..,..,..,..,,,,,,,,
Immigrants,Kiribati,Oceania,Micronesia,Less developed regions,13,7,12,12,6,10,8,15,24,24,19,14,21,26,30,51,70,41,49,31,44,47,20,21,39,36,75,99,51,67,..,..,..,..,,,,,,,,
Immigrants,Kuwait,Asia,Western Asia,Less developed regions,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,14,1,8,6,6,15,18,41,15,0,3,2,2,2,3,..,..,..,..,,,,,,,,
Immigrants,Kyrgyzstan,Asia,Central Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,6,2,5,2,1,1,1,4,2,4,1,..,..,..,..,,,,,,,,
Immigrants,Lao People's Democratic Republic,Asia,South-Eastern Asia,Less developed regions,158,54,20,55,53,191,142,176,108,89,65,64,6,3,1,3,57,19,5,38,7,5,8,14,7,7,14,11,33,22,..,..,..,..,,,,,,,,
Immigrants,Latvia,Europe,Northern Europe,More developed regions,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,7,0,4,7,10,3,9,8,14,6,6,6,6,14,..,..,..,..,,,,,,,,
Immigrants,Lebanon,Asia,Western Asia,Less developed regions,0,7,7,2,0,3,14,16,8,5,17,7,5,10,9,30,19,23,18,16,15,22,10,16,12,7,8,10,9,19,..,..,..,..,,,,,,,,
Immigrants,Lesotho,Africa,Southern Africa,Less developed regions,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,1,1,1,0,1,3,4,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Liberia,Africa,Western Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,0,0,0,1,0,0,0,0,0,0,3,0,..,..,..,..,,,,,,,,
Immigrants,Libyan Arab Jamahiriya,Africa,Northern Africa,Less developed regions,0,0,0,1,0,0,0,1,2,1,3,0,0,0,0,0,8,5,5,1,0,2,0,1,0,4,2,1,0,0,..,..,..,..,,,,,,,,
Immigrants,Liechtenstein,Europe,Western Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,..,..,..,..,,,,,,,,
Immigrants,Lithuania,Europe,Northern Europe,More developed regions,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,2,0,0,2,3,1,4,12,7,9,6,6,10,10,..,..,..,..,,,,,,,,
Immigrants,Luxembourg,Europe,Western Europe,More developed regions,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,2,1,1,4,2,1,4,1,7,4,2,0,..,..,..,..,,,,,,,,
Immigrants,Madagascar,Africa,Eastern Africa,Less developed regions,0,0,0,1,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,0,3,1,1,0,0,1,1,2,0,0,..,..,..,..,,,,,,,,
Immigrants,Malawi,Africa,Eastern Africa,Less developed regions,3,1,0,4,1,2,1,9,3,0,0,1,0,0,1,10,0,2,6,14,5,5,2,4,2,4,7,8,12,9,..,..,..,..,,,,,,,,
Immigrants,Malaysia,Asia,South-Eastern Asia,Less developed regions,464,483,408,392,394,481,449,901,1132,1189,1308,1206,1498,2063,1939,2161,2196,1848,1081,936,820,1236,1326,1295,1128,1102,1240,1441,1346,1238,..,..,..,..,,,,,,,,
Immigrants,Maldives,Asia,Southern Asia,Less developed regions,0,2,1,0,1,2,2,2,1,2,5,3,4,4,4,12,9,15,9,14,21,26,29,40,40,25,37,41,20,27,..,..,..,..,,,,,,,,
Immigrants,Mali,Africa,Western Africa,Less developed regions,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Malta,Europe,Southern Europe,More developed regions,9,6,7,3,5,4,9,10,12,5,0,2,3,2,8,3,5,2,4,9,0,1,2,2,8,13,8,6,0,5,..,..,..,..,,,,,,,,
Immigrants,Marshall Islands,Oceania,Micronesia,Less developed regions,0,0,0,0,0,0,0,0,2,0,0,0,7,2,2,1,0,2,7,4,5,6,1,1,0,2,1,3,3,0,..,..,..,..,,,,,,,,
Immigrants,Martinique,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Mauritania,Africa,Western Africa,Less developed regions,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,..,..,..,..,,,,,,,,
Immigrants,Mauritius,Africa,Eastern Africa,Less developed regions,4,3,5,5,8,2,8,5,2,5,3,0,4,1,8,5,6,2,4,2,6,8,16,3,14,29,28,45,34,46,..,..,..,..,,,,,,,,
Immigrants,Mayotte,Africa,Eastern Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Mexico,Latin America and the Caribbean,Central America,Less developed regions,0,8,10,2,6,10,6,13,5,4,6,12,11,9,17,26,30,29,27,22,15,20,24,40,28,43,28,37,72,96,..,..,..,..,,,,,,,,
Immigrants,Micronesia (Federated States of),Oceania,Micronesia,Less developed regions,3,0,0,1,1,0,5,0,1,3,3,2,0,0,3,4,15,10,9,3,1,5,1,3,1,2,0,1,2,1,..,..,..,..,,,,,,,,
Immigrants,Monaco,Europe,Western Europe,More developed regions,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Mongolia,Asia,Eastern Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,6,4,2,5,3,11,10,1,7,2,14,14,..,..,..,..,,,,,,,,
Immigrants,Montenegro,Europe,Southern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Montserrat,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Morocco,Africa,Northern Africa,Less developed regions,3,1,0,0,2,3,0,1,0,2,2,2,3,1,2,1,3,1,0,2,0,3,7,4,1,3,4,3,9,3,..,..,..,..,,,,,,,,
Immigrants,Mozambique,Africa,Eastern Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,2,0,1,0,2,4,0,0,1,0,1,1,..,..,..,..,,,,,,,,
Immigrants,Myanmar,Asia,South-Eastern Asia,Less developed regions,4,4,5,5,2,1,2,6,11,19,9,17,12,28,47,42,47,20,17,19,213,136,30,26,27,25,425,345,146,210,..,..,..,..,,,,,,,,
Immigrants,Namibia,Africa,Southern Africa,Less developed regions,2,0,1,0,1,0,0,0,0,1,0,1,5,4,6,2,9,15,12,14,19,20,21,1,6,9,12,6,4,3,..,..,..,..,,,,,,,,
Immigrants,Nauru,Oceania,Micronesia,Less developed regions,19,17,11,13,4,3,2,7,10,8,7,8,10,6,5,7,5,1,0,2,8,0,2,0,1,0,7,0,0,1,..,..,..,..,,,,,,,,
Immigrants,Nepal,Asia,Southern Asia,Less developed regions,3,1,5,0,0,3,2,2,6,3,5,11,15,10,37,91,101,61,62,27,37,95,54,55,43,52,65,67,100,78,..,..,..,..,,,,,,,,
Immigrants,Netherlands,Europe,Western Europe,More developed regions,1111,1351,1539,1025,707,542,591,616,780,670,584,485,420,558,456,413,417,394,402,318,391,488,529,585,535,613,707,512,456,416,..,..,..,..,,,,,,,,
Immigrants,New Caledonia,Oceania,Melanesia,Less developed regions,4,1,4,3,2,0,3,6,7,4,17,8,22,17,19,26,15,3,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,New Zealand,Oceania,Australia and New Zealand,More developed regions,24500,24755,25389,24304,20156,18511,21558,24539,21518,24321,28981,24596,22108,22584,23122,23363,22830,22145,21299,22551,20763,23465,25417,27691,25069,24165,24018,22969,23553,26084,..,..,..,..,,,,,,,,
Immigrants,Nicaragua,Latin America and the Caribbean,Central America,Less developed regions,0,1,0,1,1,0,0,0,4,1,1,1,0,3,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Niger,Africa,Western Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,0,1,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Nigeria,Africa,Western Africa,Less developed regions,2,0,4,7,0,8,6,6,5,1,8,7,8,9,6,10,11,11,12,19,18,25,40,43,30,34,30,33,51,42,..,..,..,..,,,,,,,,
Immigrants,Niue,Oceania,Polynesia,Less developed regions,67,56,73,61,66,77,47,49,60,13,22,26,24,29,30,22,32,12,0,1,0,0,0,0,0,1,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Northern Mariana Islands,Oceania,Micronesia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Norway,Europe,Northern Europe,More developed regions,13,20,25,11,15,18,21,31,29,27,67,80,81,61,45,43,46,47,55,65,65,66,107,84,100,75,74,50,44,62,..,..,..,..,,,,,,,,
