Year,Type,OdName,AreaName,RegName,DevName,Count
1995,Immigrants,Saudi Arabia,Asia,Western Asia,Developing regions,277
1995,Immigrants,Senegal,Africa,Western Africa,Developing regions,1
1995,Immigrants,Serbia,Europe,Southern Europe,Developed regions,0
1995,Immigrants,Seychelles,Africa,Eastern Africa,Developing regions,7
1995,Immigrants,Sierra Leone,Africa,Western Africa,Developing regions,2
1995,Immigrants,Singapore,Asia,South-Eastern Asia,Developing regions,756
1995,Immigrants,Slovakia,Europe,Eastern Europe,Developed regions,24
1995,Immigrants,Slovenia,Europe,Southern Europe,Developed regions,36
1995,Immigrants,Solomon Islands,Oceania,Melanesia,Developing regions,84
1995,Immigrants,Somalia,Africa,Eastern Africa,Developing regions,11
1995,Immigrants,South Africa,Africa,Southern Africa,Developing regions,1927
1995,Immigrants,Spain,Europe,Southern Europe,Developed regions,56
1995,Immigrants,Sri Lanka,Asia,Southern Asia,Developing regions,763
1995,Immigrants,State of Palestine,Asia,Western Asia,Developing regions,0
1995,Immigrants,Sudan,Africa,Northern Africa,Developing regions,44
1995,Immigrants,Suriname,Latin America and the Caribbean,South America,Developing regions,0
1995,Immigrants,Swaziland,Africa,Southern Africa,Developing regions,5
1995,Immigrants,Sweden,Europe,Northern Europe,Developed regions,113
1995,Immigrants,Switzerland,Europe,Western Europe,Developed regions,368
1995,Immigrants,Syrian Arab Republic,Asia,Western Asia,Developing regions,291
1995,Immigrants,Tajikistan,Asia,Central Asia,Developing regions,0
1995,Immigrants,Thailand,Asia,South-Eastern Asia,Developing regions,747
1995,Immigrants,The former Yugoslav Republic of Macedonia,Europe,Southern Europe,Developed regions,157
1995,Immigrants,Timor-Leste,Asia,South-Eastern Asia,Developing regions,0
1995,Immigrants,Togo,Africa,Western Africa,Developing regions,5
1995,Immigrants,Tokelau,Oceania,Polynesia,Developing regions,61
1995,Immigrants,Tonga,Oceania,Polynesia,Developing regions,481
1995,Immigrants,Trinidad and Tobago,Latin America and the Caribbean,Caribbean,Developing regions,3
1995,Immigrants,Tunisia,Africa,Northern Africa,Developing regions,0
1995,Immigrants,Turkey,Asia,Western Asia,Developing regions,47
1995,Immigrants,Turkmenistan,Asia,Central Asia,Developing regions,0
1995,Immigrants,Turks and Caicos Islands,Latin America and the Caribbean,Caribbean,Developing regions,2
1995,Immigrants,Tuvalu,Oceania,Polynesia,Developing regions,25
1995,Immigrants,Uganda,Africa,Eastern Africa,Developing regions,6
1995,Immigrants,Ukraine,Europe,Eastern Europe,Developed regions,179
1995,Immigrants,United Arab Emirates,Asia,Western Asia,Developing regions,362
1995,Immigrants,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Developed regions,14382
1995,Immigrants,United Republic of Tanzania,Africa,Eastern Africa,Developing regions,42
1995,Immigrants,United States of America,Northern America,Northern America,Developed regions,3013
1995,Immigrants,United States Virgin Islands,Latin America and the Caribbean,Caribbean,Developing regions,0
1995,Immigrants,Uruguay,Latin America and the Caribbean,South America,Developing regions,10
1995,Immigrants,Uzbekistan,Asia,Central Asia,Developing regions,1
1995,Immigrants,Vanuatu,Oceania,Melanesia,Developing regions,86
1995,Immigrants,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America,Developing regions,6
1995,Immigrants,Viet Nam,Asia,South-Eastern Asia,Developing regions,58
1995,Immigrants,Wallis and Futuna Islands,Oceania,Polynesia,Developing regions,1
1995,Immigrants,Western Sahara,Africa,Northern Africa,Developing regions,0
1995,Immigrants,Yemen,Asia,Western Asia,Developing regions,142
1995,Immigrants,Zambia,Africa,Eastern Africa,Developing regions,128
1995,Immigrants,Zimbabwe,Africa,Eastern Africa,Developing regions,130
1995,Immigrants,Unknown,Unknown,Unknown,Unknown,6748
1996,Emigrants,Afghanistan,Asia,Southern Asia,Developing regions,1
1996,Emigrants,Albania,Europe,Southern Europe,Developed regions,11
1996,Emigrants,Algeria,Africa,Northern Africa,Developing regions,0
1996,Emigrants,American Samoa,Oceania,Polynesia,Developing regions,20
1996,Emigrants,Andorra,Europe,Southern Europe,Developed regions,0
1996,Emigrants,Angola,Africa,Middle Africa,Developing regions,4
1996,Emigrants,Anguilla,Latin America and the Caribbean,Caribbean,Developing regions,1
1996,Emigrants,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,Developing regions,2
1996,Emigrants,Argentina,Latin America and the Caribbean,South America,Developing regions,38
1996,Emigrants,Armenia,Asia,Western Asia,Developing regions,1
1996,Emigrants,Aruba,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Emigrants,Australia,Oceania,Australia and New Zealand,Developed regions,23601
1996,Emigrants,Austria,Europe,Western Europe,Developed regions,51
1996,Emigrants,Azerbaijan,Asia,Western Asia,Developing regions,1
1996,Emigrants,Bahamas,Latin America and the Caribbean,Caribbean,Developing regions,5
1996,Emigrants,Bahrain,Asia,Western Asia,Developing regions,14
1996,Emigrants,Bangladesh,Asia,Southern Asia,Developing regions,25
1996,Emigrants,Barbados,Latin America and the Caribbean,Caribbean,Developing regions,3
1996,Emigrants,Belarus,Europe,Eastern Europe,Developed regions,12
1996,Emigrants,Belgium,Europe,Western Europe,Developed regions,52
1996,Emigrants,Belize,Latin America and the Caribbean,Central America,Developing regions,2
1996,Emigrants,Benin,Africa,Western Africa,Developing regions,3
1996,Emigrants,Bermuda,Northern America,Northern America,Developed regions,7
1996,Emigrants,Bhutan,Asia,Southern Asia,Developing regions,5
1996,Emigrants,Bolivia (Plurinational State of),Latin America and the Caribbean,South America,Developing regions,15
1996,Emigrants,Bosnia and Herzegovina,Europe,Southern Europe,Developed regions,6
1996,Emigrants,Botswana,Africa,Southern Africa,Developing regions,5
1996,Emigrants,Brazil,Latin America and the Caribbean,South America,Developing regions,84
1996,Emigrants,British Virgin Islands,Latin America and the Caribbean,Caribbean,Developing regions,1
1996,Emigrants,Brunei Darussalam,Asia,South-Eastern Asia,Developing regions,200
1996,Emigrants,Bulgaria,Europe,Eastern Europe,Developed regions,3
1996,Emigrants,Burkina Faso,Africa,Western Africa,Developing regions,0
1996,Emigrants,Burundi,Africa,Eastern Africa,Developing regions,0
1996,Emigrants,Cabo Verde,Africa,Western Africa,Developing regions,0
1996,Emigrants,Cambodia,Asia,South-Eastern Asia,Developing regions,16
1996,Emigrants,Cameroon,Africa,Middle Africa,Developing regions,0
1996,Emigrants,Canada,Northern America,Northern America,Developed regions,761
1996,Emigrants,Cayman Islands,Latin America and the Caribbean,Caribbean,Developing regions,8
1996,Emigrants,Central African Republic,Africa,Middle Africa,Developing regions,0
1996,Emigrants,Chad,Africa,Middle Africa,Developing regions,0
1996,Emigrants,Chile,Latin America and the Caribbean,South America,Developing regions,88
1996,Emigrants,China,Asia,Eastern Asia,Developing regions,292
1996,Emigrants,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Developing regions,552
1996,Emigrants,"China, Macao Special Administrative Region",Asia,Eastern Asia,Developing regions,14
1996,Emigrants,Colombia,Latin America and the Caribbean,South America,Developing regions,7
1996,Emigrants,Comoros,Africa,Eastern Africa,Developing regions,1
1996,Emigrants,Congo,Africa,Middle Africa,Developing regions,0
1996,Emigrants,Cook Islands,Oceania,Polynesia,Developing regions,225
1996,Emigrants,Costa Rica,Latin America and the Caribbean,Central America,Developing regions,18
1996,Emigrants,Côte d'Ivoire,Africa,Western Africa,Developing regions,1
1996,Emigrants,Croatia,Europe,Southern Europe,Developed regions,41
1996,Emigrants,Cuba,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Emigrants,Cyprus,Asia,Western Asia,Developing regions,14
1996,Emigrants,Czech Republic,Europe,Eastern Europe,Developed regions,9
1996,Emigrants,Democratic People's Republic of Korea,Asia,Eastern Asia,Developing regions,1
1996,Emigrants,Democratic Republic of the Congo,Africa,Middle Africa,Developing regions,2
1996,Emigrants,Denmark,Europe,Northern Europe,Developed regions,93
1996,Emigrants,Djibouti,Africa,Eastern Africa,Developing regions,0
1996,Emigrants,Dominica,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Emigrants,Dominican Republic,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Emigrants,Ecuador,Latin America and the Caribbean,South America,Developing regions,1
1996,Emigrants,Egypt,Africa,Northern Africa,Developing regions,16
1996,Emigrants,El Salvador,Latin America and the Caribbean,Central America,Developing regions,0
1996,Emigrants,Equatorial Guinea,Africa,Middle Africa,Developing regions,0
1996,Emigrants,Eritrea,Africa,Eastern Africa,Developing regions,2
1996,Emigrants,Estonia,Europe,Northern Europe,Developed regions,3
1996,Emigrants,Ethiopia,Africa,Eastern Africa,Developing regions,2
1996,Emigrants,Faeroe Islands,Europe,Northern Europe,Developed regions,2
1996,Emigrants,Falkland Islands (Malvinas),Latin America and the Caribbean,South America,Developing regions,8
1996,Emigrants,Fiji,Oceania,Melanesia,Developing regions,347
1996,Emigrants,Finland,Europe,Northern Europe,Developed regions,32
1996,Emigrants,France,Europe,Western Europe,Developed regions,156
1996,Emigrants,French Guiana,Latin America and the Caribbean,South America,Developing regions,0
1996,Emigrants,French Polynesia,Oceania,Polynesia,Developing regions,21
1996,Emigrants,Gabon,Africa,Middle Africa,Developing regions,0
1996,Emigrants,Gambia,Africa,Western Africa,Developing regions,1
1996,Emigrants,Georgia,Asia,Western Asia,Developing regions,2
1996,Emigrants,Germany,Europe,Western Europe,Developed regions,347
1996,Emigrants,Ghana,Africa,Western Africa,Developing regions,6
1996,Emigrants,Gibraltar,Europe,Southern Europe,Developed regions,0
1996,Emigrants,Greece,Europe,Southern Europe,Developed regions,52
1996,Emigrants,Greenland,Northern America,Northern America,Developed regions,0
1996,Emigrants,Grenada,Latin America and the Caribbean,Caribbean,Developing regions,3
1996,Emigrants,Guadeloupe,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Emigrants,Guam,Oceania,Micronesia,Developing regions,13
1996,Emigrants,Guatemala,Latin America and the Caribbean,Central America,Developing regions,4
1996,Emigrants,Guinea,Africa,Western Africa,Developing regions,0
1996,Emigrants,Guinea-Bissau,Africa,Western Africa,Developing regions,0
1996,Emigrants,Guyana,Latin America and the Caribbean,South America,Developing regions,11
1996,Emigrants,Haiti,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Emigrants,Holy See,Europe,Southern Europe,Developed regions,0
1996,Emigrants,Honduras,Latin America and the Caribbean,Central America,Developing regions,8
1996,Emigrants,Hungary,Europe,Eastern Europe,Developed regions,18
1996,Emigrants,Iceland,Europe,Northern Europe,Developed regions,6
1996,Emigrants,India,Asia,Southern Asia,Developing regions,197
1996,Emigrants,Indonesia,Asia,South-Eastern Asia,Developing regions,326
1996,Emigrants,Iran (Islamic Republic of),Asia,Southern Asia,Developing regions,22
1996,Emigrants,Iraq,Asia,Western Asia,Developing regions,6
1996,Emigrants,Ireland,Europe,Northern Europe,Developed regions,246
1996,Emigrants,Israel,Asia,Western Asia,Developing regions,86
1996,Emigrants,Italy,Europe,Southern Europe,Developed regions,79
1996,Emigrants,Jamaica,Latin America and the Caribbean,Caribbean,Developing regions,10
1996,Emigrants,Japan,Asia,Eastern Asia,Developed regions,1736
1996,Emigrants,Jordan,Asia,Western Asia,Developing regions,5
1996,Emigrants,Kazakhstan,Asia,Central Asia,Developing regions,1
1996,Emigrants,Kenya,Africa,Eastern Africa,Developing regions,20
1996,Emigrants,Kiribati,Oceania,Micronesia,Developing regions,19
1996,Emigrants,Kuwait,Asia,Western Asia,Developing regions,13
1996,Emigrants,Kyrgyzstan,Asia,Central Asia,Developing regions,5
1996,Emigrants,Lao People's Democratic Republic,Asia,South-Eastern Asia,Developing regions,10
1996,Emigrants,Latvia,Europe,Northern Europe,Developed regions,3
1996,Emigrants,Lebanon,Asia,Western Asia,Developing regions,7
1996,Emigrants,Lesotho,Africa,Southern Africa,Developing regions,0
1996,Emigrants,Liberia,Africa,Western Africa,Developing regions,0
1996,Emigrants,Libya,Africa,Northern Africa,Developing regions,0
1996,Emigrants,Liechtenstein,Europe,Western Europe,Developed regions,0
1996,Emigrants,Lithuania,Europe,Northern Europe,Developed regions,0
1996,Emigrants,Luxembourg,Europe,Western Europe,Developed regions,8
1996,Emigrants,Madagascar,Africa,Eastern Africa,Developing regions,0
1996,Emigrants,Malawi,Africa,Eastern Africa,Developing regions,4
1996,Emigrants,Malaysia,Asia,South-Eastern Asia,Developing regions,780
1996,Emigrants,Maldives,Asia,Southern Asia,Developing regions,2
1996,Emigrants,Mali,Africa,Western Africa,Developing regions,0
1996,Emigrants,Malta,Europe,Southern Europe,Developed regions,4
1996,Emigrants,Marshall Islands,Oceania,Micronesia,Developing regions,3
1996,Emigrants,Martinique,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Emigrants,Mauritania,Africa,Western Africa,Developing regions,0
1996,Emigrants,Mauritius,Africa,Eastern Africa,Developing regions,2
1996,Emigrants,Mayotte,Africa,Eastern Africa,Developing regions,0
1996,Emigrants,Mexico,Latin America and the Caribbean,Central America,Developing regions,23
1996,Emigrants,Micronesia (Federated States of),Oceania,Micronesia,Developing regions,6
1996,Emigrants,Monaco,Europe,Western Europe,Developed regions,0
1996,Emigrants,Mongolia,Asia,Eastern Asia,Developing regions,1
1996,Emigrants,Montenegro,Europe,Southern Europe,Developed regions,0
1996,Emigrants,Montserrat,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Emigrants,Morocco,Africa,Northern Africa,Developing regions,1
1996,Emigrants,Mozambique,Africa,Eastern Africa,Developing regions,1
1996,Emigrants,Myanmar,Asia,South-Eastern Asia,Developing regions,5
1996,Emigrants,Namibia,Africa,Southern Africa,Developing regions,6
1996,Emigrants,Nauru,Oceania,Micronesia,Developing regions,0
1996,Emigrants,Nepal,Asia,Southern Asia,Developing regions,18
1996,Emigrants,Netherlands,Europe,Western Europe,Developed regions,277
1996,Emigrants,New Caledonia,Oceania,Melanesia,Developing regions,22
1996,Emigrants,Nicaragua,Latin America and the Caribbean,Central America,Developing regions,1
1996,Emigrants,Niger,Africa,Western Africa,Developing regions,0
1996,Emigrants,Nigeria,Africa,Western Africa,Developing regions,1
1996,Emigrants,Niue,Oceania,Polynesia,Developing regions,59
1996,Emigrants,Northern Mariana Islands,Oceania,Micronesia,Developing regions,1
1996,Emigrants,Norway,Europe,Northern Europe,Developed regions,49
1996,Emigrants,Oman,Asia,Western Asia,Developing regions,23
1996,Emigrants,Pakistan,Asia,Southern Asia,Developing regions,19
1996,Emigrants,Palau,Oceania,Micronesia,Developing regions,0
1996,Emigrants,Panama,Latin America and the Caribbean,Central America,Developing regions,1
1996,Emigrants,Papua New Guinea,Oceania,Melanesia,Developing regions,271
1996,Emigrants,Paraguay,Latin America and the Caribbean,South America,Developing regions,13
1996,Emigrants,Peru,Latin America and the Caribbean,South America,Developing regions,23
1996,Emigrants,Philippines,Asia,South-Eastern Asia,Developing regions,138
1996,Emigrants,Poland,Europe,Eastern Europe,Developed regions,40
1996,Emigrants,Portugal,Europe,Southern Europe,Developed regions,7
1996,Emigrants,Puerto Rico,Latin America and the Caribbean,Caribbean,Developing regions,1
1996,Emigrants,Qatar,Asia,Western Asia,Developing regions,6
1996,Emigrants,Republic of Korea,Asia,Eastern Asia,Developing regions,477
1996,Emigrants,Republic of Moldova,Europe,Eastern Europe,Developed regions,2
1996,Emigrants,Réunion,Africa,Eastern Africa,Developing regions,5
1996,Emigrants,Romania,Europe,Eastern Europe,Developed regions,4
1996,Emigrants,Russian Federation,Europe,Eastern Europe,Developed regions,40
1996,Emigrants,Rwanda,Africa,Eastern Africa,Developing regions,0
1996,Emigrants,Saint Helena,Africa,Western Africa,Developing regions,0
1996,Emigrants,Saint Kitts and Nevis,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Emigrants,Saint Lucia,Latin America and the Caribbean,Caribbean,Developing regions,5
1996,Emigrants,Saint Pierre and Miquelon,Northern America,Northern America,Developed regions,0
1996,Emigrants,Saint Vincent and the Grenadines,Latin America and the Caribbean,Caribbean,Developing regions,2
1996,Emigrants,Samoa,Oceania,Polynesia,Developing regions,534
1996,Emigrants,San Marino,Europe,Southern Europe,Developed regions,0
1996,Emigrants,Sao Tome and Principe,Africa,Middle Africa,Developing regions,0
1996,Emigrants,Saudi Arabia,Asia,Western Asia,Developing regions,83
1996,Emigrants,Senegal,Africa,Western Africa,Developing regions,0
1996,Emigrants,Serbia,Europe,Southern Europe,Developed regions,0
1996,Emigrants,Seychelles,Africa,Eastern Africa,Developing regions,0
1996,Emigrants,Sierra Leone,Africa,Western Africa,Developing regions,0
1996,Emigrants,Singapore,Asia,South-Eastern Asia,Developing regions,312
1996,Emigrants,Slovakia,Europe,Eastern Europe,Developed regions,6
1996,Emigrants,Slovenia,Europe,Southern Europe,Developed regions,4
1996,Emigrants,Solomon Islands,Oceania,Melanesia,Developing regions,72
1996,Emigrants,Somalia,Africa,Eastern Africa,Developing regions,0
1996,Emigrants,South Africa,Africa,Southern Africa,Developing regions,159
1996,Emigrants,Spain,Europe,Southern Europe,Developed regions,42
1996,Emigrants,Sri Lanka,Asia,Southern Asia,Developing regions,40
1996,Emigrants,State of Palestine,Asia,Western Asia,Developing regions,0
1996,Emigrants,Sudan,Africa,Northern Africa,Developing regions,0
1996,Emigrants,Suriname,Latin America and the Caribbean,South America,Developing regions,0
1996,Emigrants,Swaziland,Africa,Southern Africa,Developing regions,0
1996,Emigrants,Sweden,Europe,Northern Europe,Developed regions,115
1996,Emigrants,Switzerland,Europe,Western Europe,Developed regions,227
1996,Emigrants,Syrian Arab Republic,Asia,Western Asia,Developing regions,1
1996,Emigrants,Tajikistan,Asia,Central Asia,Developing regions,1
1996,Emigrants,Thailand,Asia,South-Eastern Asia,Developing regions,388
1996,Emigrants,The former Yugoslav Republic of Macedonia,Europe,Southern Europe,Developed regions,7
1996,Emigrants,Timor-Leste,Asia,South-Eastern Asia,Developing regions,0
1996,Emigrants,Togo,Africa,Western Africa,Developing regions,0
1996,Emigrants,Tokelau,Oceania,Polynesia,Developing regions,27
1996,Emigrants,Tonga,Oceania,Polynesia,Developing regions,236
1996,Emigrants,Trinidad and Tobago,Latin America and the Caribbean,Caribbean,Developing regions,5
1996,Emigrants,Tunisia,Africa,Northern Africa,Developing regions,0
1996,Emigrants,Turkey,Asia,Western Asia,Developing regions,31
1996,Emigrants,Turkmenistan,Asia,Central Asia,Developing regions,0
1996,Emigrants,Turks and Caicos Islands,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Emigrants,Tuvalu,Oceania,Polynesia,Developing regions,6
1996,Emigrants,Uganda,Africa,Eastern Africa,Developing regions,17
1996,Emigrants,Ukraine,Europe,Eastern Europe,Developed regions,3
1996,Emigrants,United Arab Emirates,Asia,Western Asia,Developing regions,70
1996,Emigrants,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Developed regions,11835
1996,Emigrants,United Republic of Tanzania,Africa,Eastern Africa,Developing regions,14
1996,Emigrants,United States of America,Northern America,Northern America,Developed regions,2418
1996,Emigrants,United States Virgin Islands,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Emigrants,Uruguay,Latin America and the Caribbean,South America,Developing regions,7
1996,Emigrants,Uzbekistan,Asia,Central Asia,Developing regions,4
1996,Emigrants,Vanuatu,Oceania,Melanesia,Developing regions,46
1996,Emigrants,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America,Developing regions,5
1996,Emigrants,Viet Nam,Asia,South-Eastern Asia,Developing regions,55
1996,Emigrants,Wallis and Futuna Islands,Oceania,Polynesia,Developing regions,0
1996,Emigrants,Western Sahara,Africa,Northern Africa,Developing regions,0
1996,Emigrants,Yemen,Asia,Western Asia,Developing regions,2
1996,Emigrants,Zambia,Africa,Eastern Africa,Developing regions,12
1996,Emigrants,Zimbabwe,Africa,Eastern Africa,Developing regions,27
1996,Emigrants,Unknown,Unknown,Unknown,Unknown,4882
1996,Immigrants,Afghanistan,Asia,Southern Asia,Developing regions,5
1996,Immigrants,Albania,Europe,Southern Europe,Developed regions,1
1996,Immigrants,Algeria,Africa,Northern Africa,Developing regions,2
1996,Immigrants,American Samoa,Oceania,Polynesia,Developing regions,39
1996,Immigrants,Andorra,Europe,Southern Europe,Developed regions,2
1996,Immigrants,Angola,Africa,Middle Africa,Developing regions,2
1996,Immigrants,Anguilla,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Immigrants,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,Developing regions,1
1996,Immigrants,Argentina,Latin America and the Caribbean,South America,Developing regions,46
1996,Immigrants,Armenia,Asia,Western Asia,Developing regions,2
1996,Immigrants,Aruba,Latin America and the Caribbean,Caribbean,Developing regions,1
1996,Immigrants,Australia,Oceania,Australia and New Zealand,Developed regions,12539
1996,Immigrants,Austria,Europe,Western Europe,Developed regions,83
1996,Immigrants,Azerbaijan,Asia,Western Asia,Developing regions,0
1996,Immigrants,Bahamas,Latin America and the Caribbean,Caribbean,Developing regions,8
1996,Immigrants,Bahrain,Asia,Western Asia,Developing regions,49
1996,Immigrants,Bangladesh,Asia,Southern Asia,Developing regions,724
1996,Immigrants,Barbados,Latin America and the Caribbean,Caribbean,Developing regions,4
1996,Immigrants,Belarus,Europe,Eastern Europe,Developed regions,29
1996,Immigrants,Belgium,Europe,Western Europe,Developed regions,57
1996,Immigrants,Belize,Latin America and the Caribbean,Central America,Developing regions,3
1996,Immigrants,Benin,Africa,Western Africa,Developing regions,1
1996,Immigrants,Bermuda,Northern America,Northern America,Developed regions,17
1996,Immigrants,Bhutan,Asia,Southern Asia,Developing regions,8
1996,Immigrants,Bolivia (Plurinational State of),Latin America and the Caribbean,South America,Developing regions,10
1996,Immigrants,Bosnia and Herzegovina,Europe,Southern Europe,Developed regions,29
1996,Immigrants,Botswana,Africa,Southern Africa,Developing regions,108
1996,Immigrants,Brazil,Latin America and the Caribbean,South America,Developing regions,90
1996,Immigrants,British Virgin Islands,Latin America and the Caribbean,Caribbean,Developing regions,4
1996,Immigrants,Brunei Darussalam,Asia,South-Eastern Asia,Developing regions,147
1996,Immigrants,Bulgaria,Europe,Eastern Europe,Developed regions,35
1996,Immigrants,Burkina Faso,Africa,Western Africa,Developing regions,0
1996,Immigrants,Burundi,Africa,Eastern Africa,Developing regions,0
1996,Immigrants,Cabo Verde,Africa,Western Africa,Developing regions,0
1996,Immigrants,Cambodia,Asia,South-Eastern Asia,Developing regions,120
1996,Immigrants,Cameroon,Africa,Middle Africa,Developing regions,0
1996,Immigrants,Canada,Northern America,Northern America,Developed regions,1237
1996,Immigrants,Cayman Islands,Latin America and the Caribbean,Caribbean,Developing regions,13
1996,Immigrants,Central African Republic,Africa,Middle Africa,Developing regions,0
1996,Immigrants,Chad,Africa,Middle Africa,Developing regions,0
1996,Immigrants,Chile,Latin America and the Caribbean,South America,Developing regions,58
1996,Immigrants,China,Asia,Eastern Asia,Developing regions,4008
1996,Immigrants,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Developing regions,2774
1996,Immigrants,"China, Macao Special Administrative Region",Asia,Eastern Asia,Developing regions,52
1996,Immigrants,Colombia,Latin America and the Caribbean,South America,Developing regions,14
1996,Immigrants,Comoros,Africa,Eastern Africa,Developing regions,0
1996,Immigrants,Congo,Africa,Middle Africa,Developing regions,1
1996,Immigrants,Cook Islands,Oceania,Polynesia,Developing regions,768
1996,Immigrants,Costa Rica,Latin America and the Caribbean,Central America,Developing regions,15
1996,Immigrants,Côte d'Ivoire,Africa,Western Africa,Developing regions,5
1996,Immigrants,Croatia,Europe,Southern Europe,Developed regions,167
1996,Immigrants,Cuba,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Immigrants,Cyprus,Asia,Western Asia,Developing regions,18
1996,Immigrants,Czech Republic,Europe,Eastern Europe,Developed regions,20
1996,Immigrants,Democratic People's Republic of Korea,Asia,Eastern Asia,Developing regions,0
1996,Immigrants,Democratic Republic of the Congo,Africa,Middle Africa,Developing regions,8
1996,Immigrants,Denmark,Europe,Northern Europe,Developed regions,106
1996,Immigrants,Djibouti,Africa,Eastern Africa,Developing regions,5
1996,Immigrants,Dominica,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Immigrants,Dominican Republic,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Immigrants,Ecuador,Latin America and the Caribbean,South America,Developing regions,5
1996,Immigrants,Egypt,Africa,Northern Africa,Developing regions,353
1996,Immigrants,El Salvador,Latin America and the Caribbean,Central America,Developing regions,9
1996,Immigrants,Equatorial Guinea,Africa,Middle Africa,Developing regions,0
1996,Immigrants,Eritrea,Africa,Eastern Africa,Developing regions,2
1996,Immigrants,Estonia,Europe,Northern Europe,Developed regions,0
1996,Immigrants,Ethiopia,Africa,Eastern Africa,Developing regions,23
1996,Immigrants,Faeroe Islands,Europe,Northern Europe,Developed regions,2
1996,Immigrants,Falkland Islands (Malvinas),Latin America and the Caribbean,South America,Developing regions,5
1996,Immigrants,Fiji,Oceania,Melanesia,Developing regions,1462
1996,Immigrants,Finland,Europe,Northern Europe,Developed regions,52
1996,Immigrants,France,Europe,Western Europe,Developed regions,249
1996,Immigrants,French Guiana,Latin America and the Caribbean,South America,Developing regions,1
1996,Immigrants,French Polynesia,Oceania,Polynesia,Developing regions,28
1996,Immigrants,Gabon,Africa,Middle Africa,Developing regions,0
1996,Immigrants,Gambia,Africa,Western Africa,Developing regions,0
1996,Immigrants,Georgia,Asia,Western Asia,Developing regions,14
1996,Immigrants,Germany,Europe,Western Europe,Developed regions,771
1996,Immigrants,Ghana,Africa,Western Africa,Developing regions,36
1996,Immigrants,Gibraltar,Europe,Southern Europe,Developed regions,5
1996,Immigrants,Greece,Europe,Southern Europe,Developed regions,58
1996,Immigrants,Greenland,Northern America,Northern America,Developed regions,0
1996,Immigrants,Grenada,Latin America and the Caribbean,Caribbean,Developing regions,0
1996,Immigrants,Guadeloupe,Latin America and the Caribbean,Caribbean,Developing regions,2
1996,Immigrants,Guam,Oceania,Micronesia,Developing regions,8
1996,Immigrants,Guatemala,Latin America and the Caribbean,Central America,Developing regions,2
1996,Immigrants,Guinea,Africa,Western Africa,Developing regions,1
1996,Immigrants,Guinea-Bissau,Africa,Western Africa,Developing regions,0
1996,Immigrants,Guyana,Latin America and the Caribbean,South America,Developing regions,3
1996,Immigrants,Haiti,Latin America and the Caribbean,Caribbean,Developing regions,2
1996,Immigrants,Holy See,Europe,Southern Europe,Developed regions,0
1996,Immigrants,Honduras,Latin America and the Caribbean,Central America,Developing regions,2
1996,Immigrants,Hungary,Europe,Eastern Europe,Developed regions,31
1996,Immigrants,Iceland,Europe,Northern Europe,Developed regions,12
1996,Immigrants,India,Asia,Southern Asia,Developing regions,2491
1996,Immigrants,Indonesia,Asia,South-Eastern Asia,Developing regions,364
1996,Immigrants,Iran (Islamic Republic of),Asia,Southern Asia,Developing regions,94
1996,Immigrants,Iraq,Asia,Western Asia,Developing regions,556
1996,Immigrants,Ireland,Europe,Northern Europe,Developed regions,293
1996,Immigrants,Israel,Asia,Western Asia,Developing regions,117
1996,Immigrants,Italy,Europe,Southern Europe,Developed regions,100
1996,Immigrants,Jamaica,Latin America and the Caribbean,Caribbean,Developing regions,5
1996,Immigrants,Japan,Asia,Eastern Asia,Developed regions,4393
1996,Immigrants,Jordan,Asia,Western Asia,Developing regions,408
1996,Immigrants,Kazakhstan,Asia,Central Asia,Developing regions,26
1996,Immigrants,Kenya,Africa,Eastern Africa,Developing regions,118
1996,Immigrants,Kiribati,Oceania,Micronesia,Developing regions,77
1996,Immigrants,Kuwait,Asia,Western Asia,Developing regions,113
1996,Immigrants,Kyrgyzstan,Asia,Central Asia,Developing regions,0
1996,Immigrants,Lao People's Democratic Republic,Asia,South-Eastern Asia,Developing regions,8
1996,Immigrants,Latvia,Europe,Northern Europe,Developed regions,9
