Type,OdName,AreaName,RegName,DevName,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Immigrants,Côte d'Ivoire,Africa,Western Africa,Developing regions,0,2,1,0,0,0,0,0,4,0,3,6,2,0,0,13,5,0,0,1,5,0,0,0,6,3,1,0,1,0,0,1,0,0
Immigrants,Croatia,Europe,Southern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,157,534,410,167,79,46,28,44,26,37,17,24,11,20,23,21,5,23,12,29,27
Immigrants,Cuba,Latin America and the Caribbean,Caribbean,Developing regions,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,6,2,6,3,3,6,6,10
Immigrants,Cyprus,Asia,Western Asia,Developing regions,3,18,9,1,4,4,11,12,10,5,11,5,0,8,11,13,18,17,15,16,17,18,4,9,22,16,22,7,33,16,14,19,20,9
Immigrants,Czech Republic,Europe,Eastern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,43,20,9,25,18,33,23,45,31,36,101,291,265,281,277,404,577,698,592
Immigrants,Democratic People's Republic of Korea,Asia,Eastern Asia,Developing regions,0,0,0,0,0,0,0,0,2,0,0,2,3,54,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrants,Democratic Republic of the Congo,Africa,Middle Africa,Developing regions,3,1,2,1,2,5,3,4,5,7,3,6,0,0,3,3,8,2,0,6,2,0,5,1,0,1,0,0,0,0,3,0,0,0
Immigrants,Denmark,Europe,Northern Europe,Developed regions,73,59,88,37,61,44,62,85,96,91,106,89,87,117,120,104,106,105,103,111,112,155,96,135,140,163,149,108,131,140,127,123,142,151
Immigrants,Djibouti,Africa,Eastern Africa,Developing regions,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,1,5,0,0,0,0,8,0,1,0,1,0,0,0,1,0,2,0,0
Immigrants,Dominica,Latin America and the Caribbean,Caribbean,Developing regions,2,2,2,0,0,2,0,3,0,1,3,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,1,0,0,0,0
Immigrants,Dominican Republic,Latin America and the Caribbean,Caribbean,Developing regions,0,1,2,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,2,1,1,0,2,0,1,1,1,2,2,2,3,4,2
Immigrants,Ecuador,Latin America and the Caribbean,South America,Developing regions,4,10,2,0,1,2,8,4,10,18,20,9,3,6,5,0,5,6,8,7,5,10,21,9,6,1,22,32,33,58,80,77,34,46
Immigrants,Egypt,Africa,Northern Africa,Developing regions,7,21,16,30,33,15,15,45,7,10,9,14,9,17,59,265,353,133,84,73,79,75,69,93,82,65,72,60,88,69,68,83,83,129
Immigrants,El Salvador,Latin America and the Caribbean,Central America,Developing regions,1,3,1,0,4,0,2,1,4,1,4,3,2,3,1,1,9,1,1,1,3,5,1,2,0,0,0,0,4,3,2,4,8,3
Immigrants,Equatorial Guinea,Africa,Middle Africa,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Immigrants,Eritrea,Africa,Eastern Africa,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,1,1,2,4,1,1,5,0,1,0,5,1,1,0
Immigrants,Estonia,Europe,Northern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,2,3,2,3,4,4,7,1,6,15,10,26,23,34,35,43
Immigrants,Ethiopia,Africa,Eastern Africa,Developing regions,0,2,5,12,25,17,4,5,12,7,3,8,3,11,6,18,23,35,165,68,105,74,84,133,91,71,30,73,62,25,55,50,66,46
Immigrants,Faeroe Islands,Europe,Northern Europe,Developed regions,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,0,2,3,1,0,1,3,1,1,0,4,1,0,1,0,1,3,1,1
Immigrants,Falkland Islands (Malvinas),Latin America and the Caribbean,South America,Developing regions,0,47,1,0,0,1,7,9,8,11,4,4,4,0,7,7,5,3,7,2,5,9,4,9,8,4,6,6,0,7,8,4,9,4
Immigrants,Fiji,Oceania,Melanesia,Developing regions,605,688,701,647,678,724,726,1919,2313,2148,1468,1107,1046,1145,1137,1298,1462,1459,1365,1432,1770,2616,2283,2258,2117,2808,2590,2786,3109,2768,1313,1133,1228,1210
Immigrants,Finland,Europe,Northern Europe,Developed regions,19,14,6,19,4,25,23,19,31,36,42,67,33,51,57,60,52,62,46,58,61,70,51,54,66,70,89,79,99,87,104,92,108,104
Immigrants,France,Europe,Western Europe,Developed regions,119,144,106,114,142,149,142,177,141,126,155,181,185,241,272,268,249,227,203,262,276,372,457,541,640,687,799,894,1105,1356,1288,1672,1634,2374
Immigrants,French Guiana,Latin America and the Caribbean,South America,Developing regions,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Immigrants,French Polynesia,Oceania,Polynesia,Developing regions,49,24,9,20,11,18,19,31,15,19,26,9,17,25,38,18,28,31,25,25,33,42,53,30,49,37,59,36,33,28,32,34,30,47
Immigrants,Gabon,Africa,Middle Africa,Developing regions,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,78,1,0,1,0,0,0,0
Immigrants,Gambia,Africa,Western Africa,Developing regions,5,0,0,1,0,0,0,2,0,6,0,0,1,1,6,0,0,3,2,3,3,0,0,1,7,1,3,3,4,4,2,5,0,3
Immigrants,Georgia,Asia,Western Asia,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,14,4,9,3,1,2,6,9,0,2,10,2,1,5,2,2,5,3
Immigrants,Germany,Europe,Western Europe,Developed regions,283,383,436,401,309,311,455,488,455,478,551,440,441,554,794,734,771,693,575,548,541,784,1034,1171,1562,2080,2283,2447,2553,2550,2377,2655,2602,3295
Immigrants,Ghana,Africa,Western Africa,Developing regions,1,1,10,7,0,0,9,4,4,0,4,6,9,17,14,29,36,18,7,20,9,27,8,20,13,17,15,19,17,15,15,16,21,23
Immigrants,Gibraltar,Europe,Southern Europe,Developed regions,8,0,0,0,6,1,0,2,1,0,1,0,0,1,0,2,5,4,2,0,1,0,0,4,0,3,8,1,11,7,9,3,5,0
Immigrants,Greece,Europe,Southern Europe,Developed regions,91,94,101,61,55,182,65,85,49,135,146,62,102,71,58,60,58,57,39,55,35,42,34,32,34,33,35,36,31,41,35,43,81,90
Immigrants,Greenland,Northern America,Northern America,Developed regions,0,0,0,0,0,0,0,0,1,0,1,3,1,0,4,2,0,0,2,6,2,1,3,2,3,3,2,6,5,4,3,0,1,0
Immigrants,Grenada,Latin America and the Caribbean,Caribbean,Developing regions,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,0,1,0,1,1,1,0,0,1,0,3,2,0,1,3,1
Immigrants,Guadeloupe,Latin America and the Caribbean,Caribbean,Developing regions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,3
Immigrants,Guam,Oceania,Micronesia,Developing regions,10,6,0,1,0,8,4,4,5,7,7,6,7,9,12,11,8,18,8,5,10,0,2,3,7,6,9,0,4,3,1,4,5,2
Immigrants,Guatemala,Latin America and the Caribbean,Central America,Developing regions,5,5,12,0,0,1,1,5,10,0,2,0,1,3,3,0,2,9,6,7,5,9,7,8,3,8,13,1,7,5,10,4,5,5
Immigrants,Guinea,Africa,Western Africa,Developing regions,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,3,2
Immigrants,Guinea-Bissau,Africa,Western Africa,Developing regions,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigrants,Guyana,Latin America and the Caribbean,South America,Developing regions,0,1,0,0,1,1,0,10,1,3,5,0,0,2,3,0,3,8,4,1,1,0,1,1,1,2,11,2,4,1,4,3,0,5
Immigrants,Haiti,Latin America and the Caribbean,Caribbean,Developing regions,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,2,1
Immigrants,Holy See,Europe,Southern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Immigrants,Honduras,Latin America and the Caribbean,Central America,Developing regions,0,0,0,0,4,4,7,6,2,0,2,1,6,0,1,4,2,2,1,0,2,3,0,1,4,0,3,6,4,1,3,2,2,5
Immigrants,Hungary,Europe,Eastern Europe,Developed regions,3,6,11,7,3,2,10,11,15,8,7,11,12,13,13,23,31,43,35,25,33,37,44,41,58,34,34,41,62,49,41,37,41,51
Immigrants,Iceland,Europe,Northern Europe,Developed regions,15,13,12,13,8,13,24,16,28,17,21,25,14,24,5,30,12,13,16,4,11,9,17,8,20,19,17,9,12,23,16,12,36,22
Immigrants,India,Asia,Southern Asia,Developing regions,227,203,154,107,143,117,181,241,248,242,251,278,349,608,1059,1849,2491,1697,1466,1869,2525,4249,6860,5269,3052,2569,2743,4232,5923,6888,7509,6281,6392,6704
Immigrants,Indonesia,Asia,South-Eastern Asia,Developing regions,124,106,133,175,167,189,204,247,235,285,292,279,313,293,347,317,364,394,428,457,420,539,541,437,308,281,270,281,344,356,333,367,440,534
Immigrants,Iran (Islamic Republic of),Asia,Southern Asia,Developing regions,20,6,3,4,11,12,12,28,20,121,130,206,125,35,79,122,94,67,57,48,54,100,76,103,179,163,89,92,109,147,171,150,185,209
Immigrants,Iraq,Asia,Western Asia,Developing regions,12,8,15,10,4,14,2,14,0,2,1,11,7,28,82,556,556,152,125,105,167,230,277,86,45,85,46,50,82,61,51,32,67,75
Immigrants,Ireland,Europe,Northern Europe,Developed regions,74,103,83,91,73,94,115,159,149,50,89,93,106,120,171,152,293,307,322,354,432,795,1256,1463,1467,1378,1227,1214,1370,1649,1302,1882,1674,1661
Immigrants,Israel,Asia,Western Asia,Developing regions,71,54,64,53,35,58,50,72,71,57,88,88,61,82,93,119,117,79,100,87,101,121,170,127,63,57,95,71,98,88,81,98,88,106
Immigrants,Italy,Europe,Southern Europe,Developed regions,104,90,73,95,59,38,74,53,73,50,60,56,84,90,74,100,100,105,76,84,63,99,152,126,155,153,166,176,200,221,195,286,328,500
Immigrants,Jamaica,Latin America and the Caribbean,Caribbean,Developing regions,4,9,8,3,15,5,8,18,4,2,2,4,7,4,6,7,5,13,2,3,8,4,6,4,9,8,3,6,6,10,3,8,11,12
Immigrants,Japan,Asia,Eastern Asia,Developed regions,238,261,288,348,370,457,568,815,1256,1575,1982,1997,2509,2483,3393,3581,4393,4519,4133,3796,3896,3920,4099,4096,3802,3471,3192,2659,2436,2161,1991,1996,1899,1947
Immigrants,Jordan,Asia,Western Asia,Developing regions,4,21,0,7,3,2,4,7,2,10,6,6,8,50,95,629,408,204,105,139,129,156,154,183,19,160,71,81,97,52,51,64,64,72
Immigrants,Kazakhstan,Asia,Central Asia,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,41,26,18,14,15,10,21,8,21,18,30,19,27,25,26,30,35
Immigrants,Kenya,Africa,Eastern Africa,Developing regions,39,25,55,26,28,23,24,25,34,37,33,36,17,115,361,301,118,328,212,246,207,161,135,148,129,153,93,60,63,102,49,58,65,59
Immigrants,Kiribati,Oceania,Micronesia,Developing regions,12,17,22,26,22,19,12,22,43,35,23,27,36,28,38,57,77,43,50,30,37,49,20,20,43,30,79,93,58,77,29,69,33,61
Immigrants,Kuwait,Asia,Western Asia,Developing regions,8,5,19,10,8,10,6,24,15,4,11,17,10,68,70,170,113,112,101,77,30,49,68,37,26,43,32,37,67,27,87,119,104,72
Immigrants,Kyrgyzstan,Asia,Central Asia,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,8,2,4,4,1,7,4,6,1,3,2,5,7,4,8
Immigrants,Lao People's Democratic Republic,Asia,South-Eastern Asia,Developing regions,163,53,0,1,0,0,0,2,1,1,2,1,5,5,6,12,8,13,13,11,12,14,19,15,9,8,13,14,40,27,20,20,41,52
Immigrants,Latvia,Europe,Northern Europe,Developed regions,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,6,9,6,5,5,10,3,7,8,15,5,3,6,10,16,26,22,33,22
Immigrants,Lebanon,Asia,Western Asia,Developing regions,5,6,5,2,2,2,17,15,4,6,15,9,7,3,15,15,19,25,8,11,19,18,9,18,12,13,20,13,13,18,12,16,94,20
Immigrants,Lesotho,Africa,Southern Africa,Developing regions,6,11,9,5,0,2,3,0,1,4,0,4,0,0,4,6,0,2,0,4,1,5,3,1,0,3,2,1,1,0,4,1,2,0
Immigrants,Liberia,Africa,Western Africa,Developing regions,2,2,0,2,0,0,0,0,4,0,1,2,0,0,0,0,2,1,3,1,0,0,0,0,0,4,3,3,4,2,1,0,2,0
Immigrants,Libya,Africa,Northern Africa,Developing regions,24,10,2,13,7,2,4,3,2,1,2,2,1,4,4,80,63,73,23,15,10,15,2,1,0,2,6,0,5,2,14,12,4,13
Immigrants,Liechtenstein,Europe,Western Europe,Developed regions,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
Immigrants,Lithuania,Europe,Northern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,2,3,1,0,11,8,9,2,5,6,6,4,6,4,3
Immigrants,Luxembourg,Europe,Western Europe,Developed regions,6,4,1,4,10,4,2,2,1,0,1,2,4,0,6,3,2,6,5,5,16,4,6,16,12,4,7,7,8,3,11,6,11,17
Immigrants,Madagascar,Africa,Eastern Africa,Developing regions,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,13,0,3,0,3,0,0,1,0,2,0,3,0,0,7,1
Immigrants,Malawi,Africa,Eastern Africa,Developing regions,21,3,1,20,1,9,5,19,15,8,7,15,9,2,12,23,10,14,18,15,14,7,4,6,4,9,10,14,22,14,0,7,10,10
Immigrants,Malaysia,Asia,South-Eastern Asia,Developing regions,459,481,520,564,444,504,513,892,1202,1199,1307,1129,1480,1925,1924,2130,2104,1832,1152,963,856,1324,1447,1275,1050,1109,1413,1572,1395,1357,1355,1436,1169,1083
Immigrants,Maldives,Asia,Southern Asia,Developing regions,0,0,4,0,7,2,2,7,1,3,5,8,3,6,5,15,14,19,10,14,24,35,27,40,40,22,33,36,25,34,39,18,15,23
Immigrants,Mali,Africa,Western Africa,Developing regions,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Immigrants,Malta,Europe,Southern Europe,Developed regions,7,3,6,1,0,3,2,16,10,4,3,3,1,6,10,5,10,12,9,18,12,9,3,9,17,14,10,7,7,3,11,15,9,10
Immigrants,Marshall Islands,Oceania,Micronesia,Developing regions,0,0,0,0,0,0,0,0,6,5,7,9,8,7,11,13,11,5,7,7,7,5,2,3,1,10,1,6,6,1,2,6,6,14
Immigrants,Martinique,Latin America and the Caribbean,Caribbean,Developing regions,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
Immigrants,Mauritania,Africa,Western Africa,Developing regions,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrants,Mauritius,Africa,Eastern Africa,Developing regions,2,0,0,4,6,4,4,1,0,0,2,9,3,2,9,5,11,5,9,8,8,9,14,6,24,26,24,44,37,37,16,23,11,17
Immigrants,Mayotte,Africa,Eastern Africa,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrants,Mexico,Latin America and the Caribbean,Central America,Developing regions,7,11,22,19,17,23,18,13,17,12,7,42,20,23,29,48,41,45,53,33,36,39,41,71,46,79,61,70,83,129,159,165,203,196
Immigrants,Micronesia (Federated States of),Oceania,Micronesia,Developing regions,1,6,19,28,9,3,3,1,1,1,4,2,0,0,3,10,9,9,6,8,4,4,4,3,1,1,0,3,2,3,0,6,2,3
Immigrants,Monaco,Europe,Western Europe,Developed regions,2,0,0,1,0,0,0,0,0,1,1,1,0,1,4,1,0,0,1,0,0,2,0,3,2,2,1,4,1,2,0,1,8,2
Immigrants,Mongolia,Asia,Eastern Asia,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,3,7,4,4,10,6,16,18,10,7,11,18,15,22,15,15,11
Immigrants,Montenegro,Europe,Southern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1
Immigrants,Montserrat,Latin America and the Caribbean,Caribbean,Developing regions,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0
Immigrants,Morocco,Africa,Northern Africa,Developing regions,0,1,2,0,2,2,1,3,2,0,2,4,1,1,0,6,3,2,2,14,1,2,5,11,3,3,5,5,7,8,8,15,17,11
Immigrants,Mozambique,Africa,Eastern Africa,Developing regions,2,1,0,1,0,2,2,0,0,0,0,1,5,3,1,1,12,2,7,5,6,9,15,11,4,5,5,5,2,5,6,0,3,4
Immigrants,Myanmar,Asia,South-Eastern Asia,Developing regions,3,3,4,4,2,0,1,6,16,24,7,2,4,8,5,2,19,10,13,10,15,7,22,14,15,12,20,22,25,16,34,20,22,26
Immigrants,Namibia,Africa,Southern Africa,Developing regions,5,6,1,8,2,1,4,0,0,4,5,2,6,4,8,10,18,32,29,23,24,23,41,16,13,18,15,18,15,22,12,8,16,3
Immigrants,Nauru,Oceania,Micronesia,Developing regions,97,76,65,47,25,16,5,15,10,16,14,12,10,15,14,16,16,6,6,3,7,2,68,13,29,1,4,1,1,2,2,1,9,15
Immigrants,Nepal,Asia,Southern Asia,Developing regions,15,17,11,13,4,7,12,21,17,8,13,7,29,25,17,93,96,61,58,35,26,83,48,48,28,50,60,48,195,196,310,236,187,309
Immigrants,Netherlands,Europe,Western Europe,Developed regions,1222,1477,1652,1112,742,602,667,699,867,750,670,533,532,653,553,508,508,375,409,354,417,521,619,675,579,698,789,562,472,448,473,475,475,536
Immigrants,New Caledonia,Oceania,Melanesia,Developing regions,25,31,38,30,19,35,31,36,22,24,27,20,47,43,50,67,34,20,21,26,23,42,35,55,40,38,33,31,37,32,44,52,64,79
Immigrants,Nicaragua,Latin America and the Caribbean,Central America,Developing regions,0,0,0,0,0,0,0,0,2,2,1,1,0,3,0,0,1,0,5,0,0,2,0,4,0,2,0,1,1,4,13,3,3,1
Immigrants,Niger,Africa,Western Africa,Developing regions,0,0,1,0,2,0,1,3,0,0,2,3,1,1,2,8,2,2,0,2,0,1,1,8,0,2,2,7,7,2,0,1,11,1
Immigrants,Nigeria,Africa,Western Africa,Developing regions,22,12,27,19,17,28,15,11,9,9,3,11,5,7,17,48,20,27,21,18,17,27,32,41,24,40,43,32,42,30,28,42,31,35
Immigrants,Niue,Oceania,Polynesia,Developing regions,168,134,169,154,141,146,201,180,159,87,109,97,111,82,84,85,119,107,77,95,89,65,77,75,72,55,70,66,60,51,33,35,48,30
Immigrants,Northern Mariana Islands,Oceania,Micronesia,Developing regions,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,5,0,4,3,0,2,0,3,1,1,2,5,0,8,0,2,1,0,1
Immigrants,Norway,Europe,Northern Europe,Developed regions,20,30,46,23,38,22,36,40,37,73,81,92,107,84,78,97,83,66,80,83,76,94,123,108,121,97,84,77,57,92,98,115,120,115
Immigrants,Oman,Asia,Western Asia,Developing regions,15,7,22,18,43,43,38,78,39,24,12,4,23,57,51,106,79,66,66,43,46,142,127,148,137,116,79,63,91,62,67,56,90,77
Immigrants,Pakistan,Asia,Southern Asia,Developing regions,15,49,18,21,16,26,38,49,105,87,70,64,68,55,105,107,158,131,169,315,346,400,395,250,223,125,138,163,235,234,275,273,252,319
Immigrants,Palau,Oceania,Micronesia,Developing regions,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,2,1,3,1,6,0,0,3,4,0,3,1,2,3,1,6,4,3,2
Immigrants,Panama,Latin America and the Caribbean,Central America,Developing regions,2,3,0,2,6,1,5,5,3,1,0,1,0,1,1,2,1,0,3,0,4,5,6,5,4,3,4,5,9,9,5,7,0,6
Immigrants,Papua New Guinea,Oceania,Melanesia,Developing regions,663,654,734,849,776,639,552,565,431,363,512,339,410,356,409,459,356,302,220,240,200,159,311,165,133,163,175,103,119,159,124,156,188,159
Immigrants,Paraguay,Latin America and the Caribbean,South America,Developing regions,8,0,0,5,2,2,3,0,0,4,1,5,4,11,16,19,22,11,8,11,13,8,13,10,12,9,7,13,4,3,7,10,4,4
Immigrants,Peru,Latin America and the Caribbean,South America,Developing regions,12,28,25,16,10,13,20,15,13,22,20,10,9,9,17,8,20,21,13,11,10,19,32,14,44,35,30,39,32,32,39,48,50,53
Immigrants,Philippines,Asia,South-Eastern Asia,Developing regions,115,131,145,155,184,200,264,304,255,328,407,394,261,405,441,706,1068,748,561,608,606,807,1162,893,597,844,2533,3374,3851,2665,1932,2228,2449,2660
Immigrants,Poland,Europe,Eastern Europe,Developed regions,10,96,59,7,17,15,20,13,10,31,23,21,27,55,58,87,66,55,42,34,41,32,45,46,43,34,38,35,17,40,53,34,32,78
Immigrants,Portugal,Europe,Southern Europe,Developed regions,2,4,4,2,2,8,8,7,4,2,7,18,4,7,18,15,14,9,6,3,9,14,6,14,22,8,19,23,21,10,18,15,38,35
Immigrants,Puerto Rico,Latin America and the Caribbean,Caribbean,Developing regions,0,0,2,0,0,0,4,5,1,2,0,0,0,0,5,1,10,4,0,0,0,0,2,0,1,0,0,2,0,1,1,0,1,2
Immigrants,Qatar,Asia,Western Asia,Developing regions,8,9,5,10,1,3,4,1,13,4,3,0,5,9,16,34,40,16,27,9,17,34,30,26,27,18,28,44,78,53,80,102,119,149
Immigrants,Republic of Korea,Asia,Eastern Asia,Developing regions,30,69,29,56,49,88,180,199,373,306,460,650,847,2533,3019,3953,3161,1293,723,694,1077,2420,3503,3228,2204,1769,1896,2068,1908,2136,1983,1727,1584,1846
Immigrants,Republic of Moldova,Europe,Eastern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,5,2,0,5,8,8,0,6,2,1,1,3,0,5,0,4,3
Immigrants,Réunion,Africa,Eastern Africa,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,1,0,1,1,0,1,1,1,1,2,1,6,3,3
Immigrants,Romania,Europe,Eastern Europe,Developed regions,0,3,3,8,16,1,2,4,5,4,62,82,14,13,13,14,20,20,19,31,81,144,269,213,149,202,178,118,42,33,53,49,43,42
Immigrants,Russian Federation,Europe,Eastern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,58,174,419,461,259,165,199,223,340,388,300,246,278,261,247,283,257,298,327,325,350
Immigrants,Rwanda,Africa,Eastern Africa,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,2,1,0,8,2,0,8,1,3,2
Immigrants,Saint Helena,Africa,Western Africa,Developing regions,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,0,0,0,0,4,0,3,0,0,0,0,1,6,1,0,0
Immigrants,Saint Kitts and Nevis,Latin America and the Caribbean,Caribbean,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,1,4,0,0,3,0,0,0,0,0
Immigrants,Saint Lucia,Latin America and the Caribbean,Caribbean,Developing regions,3,0,1,0,0,5,2,5,1,2,0,6,0,0,8,1,1,2,4,1,0,1,3,2,1,3,9,2,0,4,3,0,2,4
Immigrants,Saint Pierre and Miquelon,Northern America,Northern America,Developed regions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrants,Saint Vincent and the Grenadines,Latin America and the Caribbean,Caribbean,Developing regions,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,2,0,0,1,0,0,1,3,1,3,3,12,1,3,1,0,1
Immigrants,Samoa,Oceania,Polynesia,Developing regions,1210,976,1072,954,1553,1573,1663,1840,1838,1055,1156,772,836,840,1185,1783,1500,1327,1155,1118,1515,1222,1008,1067,1093,1720,1569,1450,1501,1573,1333,1614,1494,1421
Immigrants,San Marino,Europe,Southern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrants,Sao Tome and Principe,Africa,Middle Africa,Developing regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigrants,Saudi Arabia,Asia,Western Asia,Developing regions,65,70,67,69,77,122,94,103,83,53,81,43,68,90,203,277,165,173,109,138,148,186,183,214,214,198,164,501,623,601,606,591,428,407
Immigrants,Senegal,Africa,Western Africa,Developing regions,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,1,1,7,0,1,1,4,0,8,0,4,0,1,4,2,0,3,0,0
Immigrants,Serbia,Europe,Southern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,21,33,27,41
Immigrants,Seychelles,Africa,Eastern Africa,Developing regions,3,1,0,1,8,7,8,2,6,0,1,1,1,0,1,7,5,0,18,11,11,9,8,10,20,11,7,4,17,17,8,6,5,3
Immigrants,Sierra Leone,Africa,Western Africa,Developing regions,0,0,3,0,0,3,1,2,0,0,4,0,0,0,1,2,5,10,4,2,2,0,0,5,1,6,1,5,3,0,2,2,0,9
Immigrants,Singapore,Asia,South-Eastern Asia,Developing regions,1111,964,1007,843,844,725,958,1376,1042,1348,362,384,485,497,673,756,671,605,530,600,505,583,703,687,644,557,612,631,702,492,609,612,884,934
Immigrants,Slovakia,Europe,Eastern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,30,15,12,7,13,9,18,15,10,8,3,23,25,19,12,26,40,58
Immigrants,Slovenia,Europe,Southern Europe,Developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,36,8,5,7,6,5,7,4,12,3,5,1,5,8,8,17,48,47,42
Immigrants,Solomon Islands,Oceania,Melanesia,Developing regions,82,93,71,73,78,91,68,95,68,85,138,99,71,94,99,84,128,115,99,94,152,94,82,92,43,68,85,70,96,98,73,100,80,52
Immigrants,Somalia,Africa,Eastern Africa,Developing regions,0,1,2,2,2,2,1,8,3,5,1,5,8,14,1,11,15,37,56,32,87,49,45,4,12,13,6,18,10,2,8,12,5,6
Immigrants,South Africa,Africa,Southern Africa,Developing regions,285,244,328,290,267,308,674,702,350,207,189,248,324,1069,3064,1927,2337,2904,2447,2436,2371,3086,3053,1882,1391,1492,1850,2127,3159,1838,1300,1254,1174,1285
Immigrants,Spain,Europe,Southern Europe,Developed regions,51,31,17,26,14,15,23,28,25,27,32,23,62,62,40,56,51,58,56,58,64,96,94,116,115,100,135,167,164,190,205,271,264,396
